Ensembl_Gene_ID	E.t1.I	E.t1.II	E.t1.III	E.t4.I	E.t4.II	E.t4.III	E.t6.I	E.t6.II	E.t6.III	E.t8.I	E.t8.II	E.t8.III
ENSG00000023572	17	97	3	314	322	220	224	439	555	592	451	387
ENSG00000023608	168	60	60	231	73	6	13	566	73	567	603	867
ENSG00000023697	103	24	182	295	33	162	581	174	364	113	354	52
ENSG00000023734	23	65	96	356	235	189	248	272	602	443	186	379
ENSG00000023839	25	76	99	85	282	304	302	286	466	98	47	600
ENSG00000023843	116	10	102	62	133	18	313	492	46	260	46	748
ENSG00000023892	38	160	126	50	291	175	238	38	283	690	346	132
ENSG00000023902	72	107	162	89	100	28	381	444	296	180	645	898
ENSG00000023909	33	83	8	269	114	325	170	439	628	188	309	314
ENSG00000024048	33	98	149	59	260	128	116	72	294	476	432	632
ENSG00000024422	83	178	108	370	296	376	53	350	435	530	637	743
ENSG00000024526	45	117	98	3	224	269	138	348	11	142	518	208
ENSG00000024862	87	44	62	71	213	260	117	510	108	351	423	897
ENSG00000025039	7	198	56	201	76	312	535	88	207	403	717	875
ENSG00000025156	80	148	62	146	244	53	587	191	107	290	345	419
ENSG00000025293	124	22	49	200	388	266	20	230	575	208	0	157
ENSG00000025423	45	13	7	65	87	215	213	470	360	242	696	604
ENSG00000025434	113	167	47	322	329	240	481	397	324	183	281	381
ENSG00000025708	159	144	48	236	300	228	407	477	334	333	474	419
ENSG00000025770	113	14	131	73	121	302	222	357	127	66	584	868
ENSG00000025772	114	176	74	319	138	236	545	242	234	577	654	613
ENSG00000025796	63	65	153	37	297	8	248	113	228	16	335	365
ENSG00000025800	24	8	20	31	39	29	407	107	549	329	544	858
ENSG00000026025	18	93	176	117	292	28	112	360	477	482	286	35
ENSG00000026036	53	19	67	118	50	35	409	156	44	428	222	48
ENSG00000026103	84	79	202	225	197	202	530	238	259	675	421	817
ENSG00000026297	29	135	106	4	39	163	53	314	118	5	639	752
ENSG00000026508	32	89	117	253	56	231	401	615	388	64	309	875
ENSG00000026559	161	26	6	225	227	129	549	144	357	64	42	371
ENSG00000026652	90	152	166	116	58	123	354	44	513	487	334	615
ENSG00000026751	128	112	33	367	80	198	579	268	480	219	217	589
ENSG00000026950	138	57	61	32	203	385	300	247	162	113	5	709
ENSG00000027001	90	135	43	334	326	319	63	520	328	472	217	547
ENSG00000027075	31	199	25	206	278	267	445	337	395	471	274	763
ENSG00000027644	73	37	134	76	52	70	460	27	609	61	584	414
ENSG00000027697	94	181	42	325	234	306	232	295	354	548	620	857
ENSG00000027847	156	180	147	191	292	370	461	383	614	313	196	267
ENSG00000027869	105	197	100	174	21	309	567	399	173	462	118	566
ENSG00000028116	32	27	150	335	220	69	193	429	22	297	643	78
ENSG00000028137	144	126	5	153	127	278	557	605	522	186	271	624
ENSG00000028203	84	92	140	135	360	17	414	388	194	662	278	79
ENSG00000028277	135	183	57	186	354	404	576	124	365	547	279	547
ENSG00000028310	121	47	71	132	220	274	450	164	130	428	353	438
ENSG00000028528	94	84	96	155	281	431	550	18	618	363	334	415
ENSG00000028839	133	65	190	265	330	342	233	331	25	112	297	852
ENSG00000029153	95	142	185	171	155	328	401	77	228	587	363	84
ENSG00000029363	61	73	104	362	137	50	7	61	212	604	723	611
ENSG00000029364	146	42	13	343	92	325	391	143	404	292	289	299
ENSG00000029534	0	121	97	338	268	174	64	122	382	388	179	873
ENSG00000029559	31	77	158	81	106	286	332	117	319	337	157	447
ENSG00000029639	50	116	5	91	157	0	183	501	349	458	307	50
ENSG00000029725	164	78	131	101	176	161	445	111	172	614	377	137
ENSG00000029993	17	137	108	207	231	177	158	56	284	668	409	206
ENSG00000030066	13	89	160	281	385	125	554	347	261	643	683	869
ENSG00000030110	7	99	52	169	318	222	485	196	646	94	274	838
ENSG00000030304	20	107	28	377	313	247	41	284	100	250	469	61
ENSG00000030419	171	33	117	271	86	298	348	283	476	421	197	288
ENSG00000030582	105	131	137	173	292	371	595	458	369	212	312	330
ENSG00000031003	88	130	32	86	65	227	509	357	70	389	333	390
ENSG00000031081	15	125	12	51	180	37	295	156	362	49	214	786
ENSG00000031544	109	108	193	76	310	235	299	142	232	606	253	43
ENSG00000031691	133	180	115	33	340	170	317	233	133	449	363	86
ENSG00000031698	124	158	156	314	356	227	203	79	111	144	715	859
ENSG00000031823	180	26	19	353	92	261	397	400	544	527	17	33
ENSG00000032219	148	141	200	190	155	252	72	189	368	392	311	568
ENSG00000032389	147	151	212	179	98	33	541	87	254	566	706	121
ENSG00000032444	105	89	50	343	346	88	228	28	346	167	328	868
ENSG00000032742	50	145	98	314	281	16	364	361	81	310	17	86
ENSG00000033011	171	178	15	289	184	144	331	31	333	101	336	435
ENSG00000033030	28	144	19	272	336	52	400	127	53	151	706	203
ENSG00000033050	38	109	142	150	281	427	282	309	375	29	715	548
ENSG00000033100	106	43	125	92	49	401	513	61	280	631	586	445
ENSG00000033122	167	194	183	17	88	2	49	77	48	592	355	340
ENSG00000033170	105	23	90	9	1	341	63	292	223	88	15	51
ENSG00000033178	30	57	7	152	266	45	597	381	478	121	81	19
ENSG00000033327	149	47	135	225	141	309	77	536	541	473	387	794
ENSG00000033627	1	131	159	355	352	362	317	263	82	495	310	405
ENSG00000033800	167	52	11	286	360	425	195	203	222	673	381	62
ENSG00000033867	41	95	37	97	157	420	114	316	133	565	400	138
ENSG00000034053	40	190	152	117	189	62	68	107	189	211	689	307
ENSG00000034063	34	106	167	52	98	311	110	246	24	88	465	590
ENSG00000034152	72	25	157	323	400	68	560	183	156	360	178	712
ENSG00000034239	35	23	77	282	384	439	159	286	55	351	134	161
ENSG00000034510	54	185	159	118	328	318	82	269	56	299	400	885
ENSG00000034533	47	190	71	264	338	323	578	74	4	368	533	346
ENSG00000034677	53	105	181	281	394	383	185	371	122	433	353	51
ENSG00000034693	180	23	218	127	2	39	401	275	319	137	660	734
ENSG00000034713	152	128	93	307	201	386	93	604	261	282	347	665
ENSG00000034971	104	149	41	209	355	184	127	179	211	53	671	9
ENSG00000035115	161	91	158	256	251	67	52	397	271	657	500	398
ENSG00000035141	101	98	57	126	72	90	7	400	424	89	706	435
ENSG00000035403	12	182	63	321	275	426	492	588	184	118	635	433
ENSG00000035499	81	137	66	318	228	189	233	174	567	373	198	498
ENSG00000035664	100	108	175	375	76	41	192	158	61	628	461	520
ENSG00000035681	5	92	68	240	334	265	404	461	162	161	56	819
ENSG00000035687	129	118	53	313	394	86	461	534	598	302	658	46
ENSG00000035720	96	61	124	235	249	319	356	555	300	28	131	764
ENSG00000035862	53	7	156	135	255	128	566	383	622	640	517	757
ENSG00000035928	98	17	12	69	379	260	57	408	140	684	556	297
ENSG00000036054	83	155	208	284	41	328	597	343	277	623	474	121
ENSG00000036257	65	68	122	288	333	432	267	300	624	323	235	771
ENSG00000036448	46	130	198	56	78	71	176	165	628	676	415	215
ENSG00000036530	5	160	77	181	358	378	530	294	546	219	526	842
ENSG00000036549	108	10	56	79	373	310	126	341	189	433	255	138
ENSG00000036565	32	147	132	144	16	243	124	457	75	619	195	385
ENSG00000036672	173	141	58	225	280	439	481	301	97	67	82	263
ENSG00000036828	137	88	28	286	3	59	543	240	418	255	143	537
ENSG00000037042	96	123	37	70	201	160	76	471	16	157	722	633
ENSG00000037241	139	0	86	350	33	436	507	179	302	174	200	547
ENSG00000037280	71	83	131	46	386	87	181	295	272	695	21	156
ENSG00000037474	162	117	198	347	242	362	129	159	176	463	44	571
ENSG00000037637	3	115	121	175	265	289	567	93	278	292	70	177
ENSG00000037749	99	99	31	197	99	278	19	463	584	92	628	779
ENSG00000037757	46	155	204	80	145	200	287	242	23	62	20	111
ENSG00000037897	84	162	47	195	313	360	211	466	458	556	717	426
ENSG00000038002	158	115	181	164	49	22	174	50	21	547	123	779
ENSG00000038210	39	111	56	246	204	94	496	318	131	427	89	15
ENSG00000038219	137	187	111	313	7	46	470	95	490	501	85	177
ENSG00000038274	26	20	100	165	65	240	330	322	339	663	217	892
ENSG00000038295	94	46	220	195	362	362	63	326	216	41	550	581
ENSG00000038358	172	18	124	338	240	363	548	574	265	227	55	526
ENSG00000038382	163	125	131	182	191	27	132	302	410	455	35	342
ENSG00000038427	139	198	71	233	212	81	80	69	277	683	563	107
ENSG00000038532	82	62	179	214	68	363	353	543	37	190	500	824
ENSG00000038945	68	126	67	212	76	183	283	560	175	165	723	331
ENSG00000039068	169	174	89	312	229	119	38	274	426	284	585	76
ENSG00000039123	1	197	197	162	348	47	282	25	153	388	28	326
ENSG00000039139	142	56	1	339	39	55	46	528	248	642	304	425
ENSG00000039319	129	173	55	266	164	41	271	390	546	653	220	3
ENSG00000039523	82	30	73	282	92	341	420	453	448	360	711	476
ENSG00000039537	20	153	92	141	77	383	109	222	492	472	471	431
ENSG00000039560	107	86	163	252	108	122	127	421	560	66	416	882
ENSG00000039600	55	35	45	32	287	173	549	446	211	301	63	760
ENSG00000039650	14	133	143	264	292	233	407	80	536	684	53	221
ENSG00000039987	102	46	74	179	131	62	37	36	351	105	378	762
ENSG00000040199	0	45	167	226	305	391	266	439	395	259	305	700
ENSG00000040275	100	168	160	292	165	61	210	581	62	445	598	61
ENSG00000040341	25	70	108	43	37	282	176	469	263	635	663	161
ENSG00000040487	161	154	102	87	265	43	44	555	351	429	505	279
ENSG00000040531	16	28	162	5	225	197	23	64	604	637	358	217
ENSG00000040608	112	23	41	102	200	398	221	570	442	399	353	411
ENSG00000040633	31	128	213	102	74	335	514	64	228	36	463	225
ENSG00000040731	159	30	123	185	348	88	400	88	319	319	720	613
ENSG00000040933	179	61	118	341	220	320	384	429	281	444	289	378
ENSG00000041353	170	184	119	221	319	119	87	381	336	359	113	703
ENSG00000041357	179	188	20	187	15	99	153	438	518	358	217	308
ENSG00000041515	160	84	100	247	357	43	338	208	446	198	419	484
ENSG00000041802	140	80	15	348	240	53	218	102	509	234	620	10
ENSG00000041880	49	77	19	91	132	209	245	52	71	616	623	371
ENSG00000041982	79	11	217	125	241	297	235	398	247	287	42	124
ENSG00000041988	66	186	208	83	2	10	244	535	422	588	423	416
ENSG00000042062	124	171	151	71	113	115	431	461	464	521	81	251
ENSG00000042088	59	177	190	6	192	103	185	205	145	56	167	747
ENSG00000042286	152	174	110	192	231	138	341	481	313	45	76	233
ENSG00000042304	146	36	69	223	43	16	104	369	460	47	731	106
ENSG00000042317	163	54	178	250	28	369	112	375	333	41	411	237
ENSG00000042429	39	24	21	305	121	45	208	470	17	98	403	664
ENSG00000042445	55	134	177	101	135	436	529	219	341	52	248	271
ENSG00000042493	48	136	181	207	262	137	539	532	629	639	576	778
ENSG00000042753	106	165	197	243	153	50	523	234	652	299	132	487
ENSG00000042781	14	151	195	15	291	94	313	273	657	9	489	170
ENSG00000042813	148	164	200	148	117	371	479	498	302	64	466	196
ENSG00000042832	148	80	101	221	139	4	276	612	520	652	215	160
ENSG00000042980	137	65	92	97	199	274	89	143	150	146	555	646
ENSG00000043039	41	140	35	282	10	411	79	452	79	76	505	20
ENSG00000043093	168	91	72	204	107	287	102	562	556	627	82	348
ENSG00000043143	122	51	193	353	359	140	518	422	308	586	57	890
ENSG00000043355	128	78	102	3	101	137	467	281	307	17	274	687
ENSG00000043462	8	157	152	56	18	172	547	266	62	358	681	67
ENSG00000043514	178	177	35	230	200	411	477	181	115	217	474	359
ENSG00000043591	30	190	89	66	321	269	258	211	323	664	534	49
ENSG00000044012	110	158	107	221	169	118	536	326	53	64	617	326
ENSG00000044090	157	75	49	89	288	345	31	72	242	320	734	371
ENSG00000044115	18	18	191	41	274	348	80	108	252	190	374	19
ENSG00000044446	14	166	85	357	348	117	22	402	546	29	606	403
ENSG00000044459	72	138	132	296	184	240	470	206	423	163	176	879
ENSG00000044524	175	60	94	175	328	305	424	56	546	604	472	825
ENSG00000044574	173	154	201	344	96	102	318	51	486	138	692	853
ENSG00000046604	154	76	192	63	45	406	128	107	551	288	377	290
ENSG00000046647	25	103	92	111	372	288	302	299	207	185	726	163
ENSG00000046651	99	44	58	297	175	281	302	509	398	5	410	540
ENSG00000046653	144	39	117	294	56	287	433	384	637	149	78	139
ENSG00000046774	123	2	116	21	316	73	294	604	232	186	200	708
ENSG00000046889	92	24	37	124	338	33	434	98	310	629	626	783
ENSG00000047056	81	6	92	284	119	141	284	588	137	273	26	869
ENSG00000047188	14	20	148	142	106	436	508	602	475	231	731	732
ENSG00000047230	65	143	121	100	72	150	304	506	498	289	98	305
ENSG00000047249	73	67	81	371	96	337	157	96	28	101	285	126
ENSG00000047315	170	194	150	317	366	328	28	5	473	234	739	268
ENSG00000047346	120	164	98	245	271	155	100	575	422	642	209	2
ENSG00000047365	66	166	141	44	86	375	320	84	209	4	6	559
ENSG00000047410	104	143	137	0	258	437	69	572	505	596	324	91
ENSG00000047457	115	54	120	339	89	170	392	308	637	629	80	120
ENSG00000047578	16	27	5	313	306	258	68	395	313	485	485	616
ENSG00000047579	180	5	0	243	75	94	470	539	486	189	453	581
ENSG00000047617	57	118	26	269	202	352	587	20	325	515	515	807
ENSG00000047621	14	170	9	15	13	421	422	293	98	275	533	843
ENSG00000047634	164	39	81	34	269	64	487	618	444	77	688	184
ENSG00000047644	152	37	27	176	221	396	459	383	459	458	458	6
ENSG00000047648	56	90	144	233	165	204	38	389	552	120	540	133
ENSG00000047662	37	175	157	130	192	150	161	547	197	286	161	337
ENSG00000047849	30	189	96	20	53	96	96	114	626	464	186	833
ENSG00000047932	134	1	46	209	355	325	442	429	559	405	635	728
ENSG00000047936	148	1	94	65	36	57	167	386	315	8	327	781
ENSG00000048028	146	49	37	312	53	60	43	295	529	633	391	113
ENSG00000048052	97	6	165	238	68	91	388	559	189	345	713	712
ENSG00000048140	171	59	219	82	254	338	533	2	560	200	393	165
ENSG00000048162	20	42	14	251	114	432	571	536	495	361	546	10
ENSG00000048342	91	134	203	325	276	244	318	482	16	563	326	275
ENSG00000048392	83	116	74	276	187	425	118	360	548	484	737	739
ENSG00000048405	95	24	40	109	316	121	372	24	458	172	302	191
ENSG00000048462	52	49	180	106	88	398	503	232	232	546	541	820
ENSG00000048471	85	119	158	96	100	161	466	594	626	132	553	120
ENSG00000048540	68	156	97	67	115	203	53	500	254	87	322	788
ENSG00000048544	117	41	152	2	262	116	458	474	631	549	609	344
ENSG00000048545	108	191	176	108	62	244	391	20	653	192	156	563
ENSG00000048649	101	77	38	181	273	46	202	440	128	267	109	354
ENSG00000048707	18	81	119	94	210	420	127	335	384	270	674	504
ENSG00000048740	138	54	126	27	318	145	375	463	293	698	2	225
ENSG00000048828	153	64	71	183	330	168	495	41	70	581	513	795
ENSG00000048991	77	56	155	16	170	163	523	11	79	414	559	861
ENSG00000049089	77	52	58	204	271	282	463	269	600	10	720	813
ENSG00000049130	10	8	153	154	302	307	206	0	99	121	65	10
ENSG00000049167	82	106	97	4	237	425	196	292	37	336	149	637
ENSG00000049192	73	58	132	352	233	74	209	216	208	557	635	831
ENSG00000049239	8	28	135	250	296	32	520	463	572	504	556	311
ENSG00000049245	56	85	113	53	382	154	233	165	509	60	165	298
ENSG00000049246	37	14	50	129	284	129	526	100	463	270	57	695
ENSG00000049247	26	94	29	343	322	108	328	356	318	344	609	409
ENSG00000049249	122	187	75	28	313	24	44	287	104	341	205	151
ENSG00000049283	73	175	78	238	109	90	285	54	249	67	685	830
ENSG00000049319	45	200	3	12	78	388	44	561	650	694	524	716
ENSG00000049323	16	158	200	71	259	398	12	280	461	399	51	480
ENSG00000049449	149	55	79	12	114	145	528	84	303	690	563	212
ENSG00000049540	140	174	99	170	285	268	104	299	625	469	205	728
ENSG00000049541	66	8	1	86	5	178	256	552	345	441	508	311
ENSG00000049618	14	135	31	61	5	51	247	317	165	698	677	619
ENSG00000049759	0	158	168	364	0	159	522	388	305	147	457	116
ENSG00000049768	32	34	75	332	5	97	296	154	212	285	727	574
ENSG00000049769	80	124	214	296	322	322	551	389	277	472	527	628
ENSG00000049860	101	180	123	288	225	401	265	243	506	67	251	630
ENSG00000049883	34	139	195	308	359	390	461	19	318	232	142	543
ENSG00000050030	49	117	200	315	376	143	517	523	537	556	106	752
ENSG00000050130	32	105	43	309	269	267	597	575	68	85	255	128
ENSG00000050165	79	62	8	160	385	18	487	1	129	88	663	14
ENSG00000050327	133	133	215	239	87	341	522	263	228	341	368	227
ENSG00000050344	34	32	216	24	40	97	481	611	631	602	285	879
ENSG00000050393	3	16	61	65	183	209	101	292	110	128	496	854
ENSG00000050405	97	57	72	132	89	87	395	473	433	4	687	341
ENSG00000050426	18	73	33	291	41	340	107	24	540	240	271	124
ENSG00000050438	97	49	77	352	391	439	404	438	64	610	33	72
ENSG00000050555	38	189	119	283	129	268	232	81	296	190	737	556
ENSG00000050628	6	50	111	329	259	339	15	85	236	418	174	530
ENSG00000050730	30	1	148	380	364	412	100	431	635	294	671	23
ENSG00000050748	98	107	136	133	172	416	596	390	367	435	642	881
ENSG00000050767	36	59	63	190	81	350	237	403	501	59	16	55
ENSG00000050820	162	92	10	380	231	424	118	233	581	352	718	620
ENSG00000051009	115	60	4	193	228	203	337	204	559	474	506	595
ENSG00000051108	15	79	169	227	297	185	221	25	276	635	722	260
ENSG00000051128	20	85	214	367	26	98	509	541	307	143	702	873
ENSG00000051180	2	169	52	271	301	68	261	235	646	447	99	640
ENSG00000051341	101	166	18	244	394	244	201	382	519	49	11	459
ENSG00000051382	45	53	195	81	228	29	193	287	105	592	386	849
ENSG00000051523	14	172	192	151	367	271	280	543	172	688	206	749
ENSG00000051620	13	193	28	364	58	303	244	594	590	386	714	783
ENSG00000051825	89	83	106	250	139	22	479	31	126	195	563	622
ENSG00000052126	101	44	108	355	144	363	530	585	145	648	182	193
ENSG00000052344	89	172	217	284	378	300	549	400	274	677	254	50
ENSG00000052723	139	91	216	45	150	133	163	89	35	573	287	559
ENSG00000052749	148	175	81	219	170	169	593	339	513	648	266	246
ENSG00000052795	9	102	195	5	28	239	469	36	548	7	207	153
ENSG00000052802	1	193	216	119	58	70	98	31	411	599	670	262
ENSG00000052841	173	32	131	339	336	168	502	229	656	74	555	203
ENSG00000052850	168	105	89	292	15	104	465	435	42	89	192	315
ENSG00000053108	163	182	172	19	296	32	405	370	650	35	398	797
ENSG00000053254	152	4	53	170	199	74	143	331	574	84	554	581
ENSG00000053328	47	65	104	98	127	379	105	431	590	585	120	199
ENSG00000053371	115	98	83	43	310	375	442	221	654	241	504	394
ENSG00000053372	18	134	63	37	247	40	283	92	134	471	654	42
ENSG00000053438	111	11	191	103	392	381	33	25	479	542	42	524
ENSG00000053501	140	84	37	56	195	218	168	252	480	103	609	161
ENSG00000053524	97	130	190	162	147	337	362	602	536	664	576	677
ENSG00000053702	22	13	46	224	143	346	586	507	178	431	414	161
ENSG00000053747	151	79	146	149	54	369	396	500	156	216	148	423
ENSG00000053770	17	68	76	348	81	7	22	222	491	142	205	5
ENSG00000053900	97	7	59	320	259	191	10	13	71	142	663	238
ENSG00000053918	122	136	77	130	112	308	143	222	638	472	497	343
ENSG00000054116	118	113	178	73	144	5	7	90	546	672	452	701
ENSG00000054118	4	159	107	75	233	422	167	307	50	96	663	459
ENSG00000054148	69	49	58	281	49	316	557	494	111	652	322	191
ENSG00000054179	136	86	21	95	124	12	122	448	235	131	214	7
ENSG00000054267	108	125	51	334	240	277	183	320	559	564	208	471
ENSG00000054277	148	39	57	173	63	275	479	167	290	298	628	355
ENSG00000054282	5	195	29	28	165	421	252	608	381	467	483	146
ENSG00000054356	170	17	213	271	190	242	380	129	345	374	381	46
ENSG00000054392	117	117	119	29	156	315	304	470	524	696	625	821
ENSG00000054523	54	102	80	91	398	63	259	548	293	384	198	700
ENSG00000054598	108	5	71	36	79	116	16	573	545	303	7	265
ENSG00000054611	46	38	35	98	36	223	258	144	537	495	330	271
ENSG00000054654	111	178	192	377	339	206	553	489	180	688	398	123
ENSG00000054690	110	169	211	340	190	400	223	189	432	624	254	104
ENSG00000054793	125	167	93	70	175	19	366	192	643	254	509	288
ENSG00000054796	70	104	72	145	372	237	142	155	514	525	117	18
ENSG00000054803	37	30	64	58	379	382	79	599	606	651	625	785
ENSG00000054938	73	97	20	218	69	237	274	216	28	262	486	141
ENSG00000054965	45	75	86	0	105	344	188	380	265	347	721	520
ENSG00000054967	7	170	31	128	124	19	189	378	106	609	649	310
ENSG00000054983	55	105	135	139	149	133	504	412	496	692	353	671
ENSG00000055044	2	129	6	325	370	121	525	339	538	28	346	608
ENSG00000055070	3	69	178	141	183	27	12	363	122	265	411	883
ENSG00000055118	143	181	166	202	179	285	290	88	373	450	248	191
ENSG00000055130	158	72	84	192	97	400	65	268	215	525	534	490
ENSG00000055147	42	99	158	151	213	58	490	539	529	283	258	659
ENSG00000055163	127	32	95	271	243	182	34	38	41	85	172	811
ENSG00000055208	10	175	210	6	335	178	3	170	13	265	149	535
ENSG00000055211	10	184	173	228	364	57	155	23	389	417	729	649
ENSG00000055332	6	141	81	191	261	101	105	611	222	196	658	852
ENSG00000055483	33	155	171	263	136	345	54	161	2	433	678	481
ENSG00000055609	124	65	181	277	337	351	79	216	660	402	133	41
ENSG00000055732	41	129	181	339	374	405	173	67	292	333	248	482
ENSG00000055813	180	198	33	189	225	189	241	262	462	408	622	678
ENSG00000055917	132	4	210	326	359	404	495	321	230	272	29	674
ENSG00000055950	66	120	55	224	18	276	132	468	568	22	675	11
ENSG00000055957	55	169	167	301	254	345	408	91	49	235	151	490
